date,home_team,away_team,mercado,seleccion,bookmaker,cuota,prob_modelo,cuota_justa,ev_pct,fiabilidad_pct,fiabilidad_nivel
2026-06-18,Switzerland,Bosnia and Herzegovina,1X2 Visitante (A),Bosnia & Herzegovina,winamax_fr,4.5,0.1161,8.613,-47.76,73.5,ALTA
2026-06-22,Argentina,Austria,1X2 Visitante (A),Austria,winamax_fr,4.6,0.1121,8.921,-48.43,61.0,MEDIA
2026-06-20,Netherlands,Sweden,1X2 Visitante (A),Sweden,winamax_fr,4.5,0.1137,8.795,-48.84,56.1,MEDIA
2026-06-23,England,Ghana,1X2 Empate (D),Draw,winamax_fr,4.9,0.1029,9.718,-49.58,50.9,MEDIA
2026-06-26,Uruguay,Spain,1X2 Local (H),Uruguay,winamax_fr,4.3,0.1139,8.78,-51.02,55.3,MEDIA
2026-06-15,Iran,New Zealand,1X2 Visitante (A),New Zealand,winamax_fr,3.95,0.1175,8.511,-53.59,59.6,MEDIA
2026-06-25,Japan,Sweden,1X2 Visitante (A),Sweden,winamax_fr,3.05,0.1506,6.64,-54.07,53.6,MEDIA
2026-06-27,Croatia,Ghana,1X2 Visitante (A),Ghana,winamax_fr,4.3,0.1057,9.461,-54.55,53.7,MEDIA
2026-06-15,Spain,Cape Verde,1X2 Visitante (A),Cape Verde,winamax_fr,20.0,0.02,50.0,-60.0,43.0,BAJA
2026-06-23,England,Ghana,1X2 Visitante (A),Ghana,winamax_fr,7.5,0.0489,20.45,-63.32,50.9,MEDIA
2026-06-21,Spain,Saudi Arabia,1X2 Visitante (A),Saudi Arabia,winamax_fr,14.5,0.0229,43.668,-66.8,35.5,BAJA
